Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.38846E-11,0.000000002,0.000000003,0.98625,0,0
4.55238E-11,0.000000006,0.000000011,0.985,0,0
7.67771E-11,0.000000014,0.000000019,0.98375,0,0
1.88724E-10,0.000000033,0.000000046,0.9825,0,0
3.53105E-10,0.000000102,0.000000086,0.98,0,0
6.86714E-10,0.000000275,0.000000167,0.97625,0,0
1.21227E-8,0.000001726,0.000002946,0.9725,0,0
2.16086E-8,0.000003887,0.000005251,0.97125,0,0
3.99255E-8,0.000011156,0.000009702,0.96875,0,0
1.32405E-7,0.000034609,0.000032174,0.96625,0.016666667,0
2.67569E-7,0.000061366,0.000065016,0.965,0.016666667,0
4.06131E-7,0.000101979,0.000098682,0.96375,0.016666667,0
1.71344E-6,0.000350517,0.000416199,0.96125,0.016666667,0
1.96097E-6,0.000546614,0.000476295,0.96,0.016666667,0
4.97082E-6,0.00127553,0.00120647,0.9575,0.016666667,0
5.93558E-6,0.002915424,0.001440289,0.95375,0.016666667,0
8.47373E-6,0.005221147,0.002054915,0.95,0.016666667,0
1.03868E-5,0.010984307,0.002517666,0.9425,0.016666667,0
1.42784E-5,0.026173938,0.003457702,0.9275,0.033333333,0
1.84181E-5,0.051762637,0.004455721,0.90875,0.05,0
2.70333E-5,0.100851955,0.006526322,0.88125,0.05,0
4.09579E-5,0.202230297,0.009854821,0.84375,0.05,0
5.31409E-5,0.303925913,0.012748805,0.8175,0.05,0
6.27044E-5,0.403475899,0.015008709,0.79625,0.066666667,0
7.20782E-5,0.505946832,0.017213763,0.7775,0.066666667,0
8.32965E-5,0.606684562,0.019839755,0.76125,0.066666667,0
8.94678E-5,0.701485644,0.02127839,0.7475,0.083333333,0
9.24037E-5,0.756238093,0.021961294,0.74,0.083333333,0
9.59547E-5,0.80339782,0.022786025,0.73375,0.083333333,0
1.05267E-4,0.904507394,0.024942127,0.72125,0.083333333,0
1.13224E-4,1.003596431,0.026777144,0.71,0.083333333,0
1.18534E-4,1.108340762,0.027997733,0.69875,0.083333333,0
1.27984E-4,1.207775322,0.030162399,0.68875,0.083333333,0
1.33021E-4,1.312473177,0.031312484,0.67875,0.083333333,0
1.36176E-4,1.406753844,0.032031393,0.67,0.083333333,0
1.4742E-4,1.506051928,0.034584678,0.66125,0.083333333,0
1.85962E-4,1.756384189,0.043235599,0.6425,0.1,0
2.0811E-4,2.010403737,0.048137019,0.62625,0.1,0
2.23643E-4,2.271442939,0.051544867,0.61125,0.1,0
2.35521E-4,2.5012433,0.05413423,0.59875,0.1,0
2.60901E-4,2.750921142,0.059619869,0.58625,0.1,0
2.9177E-4,3.001781272,0.066207087,0.575,0.1,0
3.15213E-4,3.277792916,0.071148015,0.56375,0.1,0
3.38728E-4,3.509234303,0.07605213,0.555,0.1,0
3.66134E-4,3.756374872,0.081702614,0.54625,0.1,0
3.85692E-4,4.018664909,0.085693012,0.5375,0.1,0
3.93953E-4,4.25281138,0.087368035,0.53,0.1,0
4.27315E-4,4.541942468,0.094070878,0.52125,0.1,0
4.50242E-4,4.762677568,0.098620389,0.515,0.1,0
4.63803E-4,5.03623046,0.10128983,0.5075,0.1,0
4.79959E-4,5.272815807,0.104449581,0.50125,0.1,0
4.94225E-4,5.517344233,0.1072213,0.495,0.1,0
5.04432E-4,5.768501901,0.109193887,0.48875,0.1,0
5.1163E-4,6.022632328,0.110579806,0.4825,0.1,0
5.32757E-4,6.28572128,0.114622635,0.47625,0.1,0
5.57217E-4,6.504177789,0.119257509,0.47125,0.116666667,0
5.83599E-4,6.793530018,0.124202706,0.465,0.133333333,0
5.93157E-4,7.028996594,0.125980562,0.46,0.133333333,0
6.01475E-4,7.268193917,0.127521824,0.455,0.133333333,0
6.14908E-4,7.512193948,0.129999638,0.45,0.133333333,0
6.28014E-4,7.761770763,0.132403534,0.445,0.133333333,0
6.35238E-4,8.014888053,0.133722978,0.44,0.133333333,0
6.53409E-4,8.273227275,0.13702393,0.435,0.133333333,0
6.77637E-4,8.539338235,0.141386356,0.43,0.133333333,0
6.83341E-4,8.811074777,0.142406932,0.425,0.133333333,0
6.91248E-4,9.01698918,0.143817849,0.42125,0.133333333,0
7.06555E-4,9.29670802,0.146535794,0.41625,0.166666667,0
7.17991E-4,9.510589201,0.148555286,0.4125,0.166666667,0
7.29625E-4,9.799859591,0.150599926,0.4075,0.166666667,0
7.43337E-4,10.021856181,0.152997144,0.40375,0.166666667,0
