X,Y,Aedes.albopictus_AllData_RUN2 logistic values
4164346.36398261,2341683.96433401,0.0
4318717.66173439,2623444.06762078,0.0
4365982.90386913,2336648.62567363,0.0
4467327.64677691,2516545.40969074,0.0
4206481.85265154,2461575.53369286,0.0
4172939.6989476,2386291.51885051,0.0
4122194.96372422,2609857.50612871,0.0
4132727.46198224,2327092.40845534,0.0
4320583.99730909,2341281.70260307,0.0
4102957.23434016,2351304.25514378,0.0
4108895.68839149,2413114.26411399,0.0
4500965.38137799,2611608.45953035,0.0
4386802.84905901,2249192.21845179,0.0
4244855.70664968,2408699.59090196,0.0
4359217.53427033,2474139.56550643,0.0
4319931.65153016,2361128.94725207,0.0
4605596.35006036,2269462.51996871,0.0
4546772.23954301,2259002.79530194,0.0
4159632.34448599,2558681.86025503,0.0
4229406.94361997,2483034.96773551,0.0
4581189.04687153,2570069.6405063,0.0
4381676.34196103,2430850.66411321,0.0
4425715.19590788,2603487.78876163,0.0
4432663.82892524,2412946.46570946,0.0
4412026.83005947,2439812.3395413,0.0
4395445.94232019,2230892.16300025,0.0
4573360.01502861,2263323.71347927,0.0
4436409.44384171,2621486.04728251,0.0
4478225.4899631,2436532.77139146,0.0
4062048.57945296,2292850.81443016,0.0
4267086.02652349,2390401.57839795,0.0
4173697.55580455,2435280.29025465,0.0
4504164.05471881,2603631.25038248,0.0
4550985.52572178,2600133.93304479,0.0
4055224.82729591,2277415.0282582,0.0
4384395.81637216,2428322.12321161,0.0
4282985.54220878,2660405.21938721,0.0
4069895.28662775,2477222.25766568,0.0
4486000.93809386,2600034.55654953,0.0
4231637.21202945,2556621.98321719,0.0
4500925.25377665,2331802.36034398,0.0
4101261.31242265,2351891.9522074,0.0
4286517.34155425,2521699.41844852,0.0
4320403.63319119,2405120.76026058,0.0
4440705.15766957,2505201.51341713,0.0
4452178.96008703,2352655.00520948,0.0
4193972.35883424,2607053.95744329,0.0
4309584.4927543,2337939.38337803,0.0
4432560.5308298,2547893.23402013,0.0
4393809.15460115,2605741.65464668,0.0
4521280.16820738,2250824.73901876,0.0
4384469.40425134,2537575.80464694,0.0
4528583.99580154,2561541.25613517,0.0
4131744.96492334,2613706.55194698,0.0
4124443.87495081,2609624.32673964,0.0
4301484.24671648,2608653.32827295,0.0
4143074.3795107,2324531.24926852,0.0
4064856.72637914,2631178.19232977,0.0
4377800.61012484,2454607.50571781,0.0
4455384.82291344,2597088.02730688,0.0
4234433.36763414,2427720.49855804,0.0
4290040.93249706,2634884.93431239,0.0
4139610.07558546,2663284.58754952,0.0
