X,Y,Aedes.albopictus_AllData_RUN3 logistic values
4164346.36398261,2341683.96433401,0.2380776
4365982.90386913,2336648.62567363,0.10837069
4467327.64677691,2516545.40969074,0.46828398
4206481.85265154,2461575.53369286,0.461405
4172939.6989476,2386291.51885051,0.38144004
4122194.96372422,2609857.50612871,0.074722745
4347430.42198858,2362153.49228113,0.27470297
4391536.80945814,2396097.30793007,0.52162176
4320583.99730909,2341281.70260307,0.44374505
4102957.23434016,2351304.25514378,0.06194608
4108895.68839149,2413114.26411399,0.46280253
4252827.72648966,2490330.25106936,0.8360219
4383536.8024482,2447950.64865427,0.540851
4244855.70664968,2408699.59090196,0.44058555
4359217.53427033,2474139.56550643,0.6512771
4605596.35006036,2269462.51996871,0.70076555
4222990.2483868,2417518.38084106,0.61287636
4159632.34448599,2558681.86025503,0.059835695
4229406.94361997,2483034.96773551,0.47301933
4501259.72675236,2660430.37110938,0.056007095
4581189.04687153,2570069.6405063,0.19431165
4381676.34196103,2430850.66411321,0.63627064
4412026.83005947,2439812.3395413,0.49200335
4395445.94232019,2230892.16300025,0.34227425
4573360.01502861,2263323.71347927,0.47082058
4546573.81138988,2624342.47852663,0.08280855
4124395.60143043,2548076.58432836,0.07930067
4436409.44384171,2621486.04728251,0.057255547
4478225.4899631,2436532.77139146,0.4739053
4062048.57945296,2292850.81443016,0.44878116
4267086.02652349,2390401.57839795,0.29533264
4504164.05471881,2603631.25038248,0.054879587
4550985.52572178,2600133.93304479,0.088266045
4055224.82729591,2277415.0282582,0.50478446
4384395.81637216,2428322.12321161,0.5429491
4282985.54220878,2660405.21938721,0.21399026
4069895.28662775,2477222.25766568,0.047352612
4231637.21202945,2556621.98321719,0.10075998
4500925.25377665,2331802.36034398,0.47678223
4286517.34155425,2521699.41844852,0.3612196
4440705.15766957,2505201.51341713,0.4793461
4452178.96008703,2352655.00520948,0.5451854
4107043.14550165,2590331.03075907,0.062053427
4193972.35883424,2607053.95744329,0.059009634
4309584.4927543,2337939.38337803,0.4719573
4513958.92948914,2636042.21817871,0.05189932
4432560.5308298,2547893.23402013,0.187656
4393809.15460115,2605741.65464668,0.058767233
4521280.16820738,2250824.73901876,0.42296842
4384469.40425134,2537575.80464694,0.17611842
4528583.99580154,2561541.25613517,0.4676156
4131744.96492334,2613706.55194698,0.082805134
4124443.87495081,2609624.32673964,0.061642315
4143074.3795107,2324531.24926852,0.29462248
4064856.72637914,2631178.19232977,0.28872815
4234433.36763414,2427720.49855804,0.5348961
4290040.93249706,2634884.93431239,0.089889646
4521777.70278417,2614262.5152935,0.061467208
4139610.07558546,2663284.58754952,0.32267657
4401655.73641502,2443561.44827608,0.47449604
4328735.5522668,2394798.27232492,0.48604706
4207194.34552726,2644558.10577496,0.07154376
4181633.96489158,2435845.52853602,0.48575494
4312007.19168708,2386237.40679338,0.3950735
4295689.8116226,2355432.44967422,0.3459684
4057470.6209664,2627621.88047815,0.3365008
4571318.50725583,2289272.88241383,0.6284865
4164519.70658491,2363100.18664536,0.39309877
4546997.74388331,2611461.12911386,0.06119312
4084348.19477006,2370586.6757953,0.08101944
4616369.02360222,2590656.62309223,0.052426457
4530310.75277887,2592116.83691384,0.06397041
4323016.43026898,2560918.93749086,0.34870636
4510624.82717315,2244001.46583738,0.46588096
4228638.98110344,2621516.20724586,0.057468392
4102279.72962405,2509396.11183152,0.09457117
