Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.24071E-11,0.000000002,0.000000002,0.99125,0,0
1.78656E-11,0.000000004,0.000000003,0.99,0,0
7.35089E-11,0.000000011,0.000000014,0.98875,0,0
2.56659E-10,0.000000044,0.000000049,0.98625,0,0
5.65611E-10,0.000000115,0.000000108,0.985,0.016393443,0
8.76217E-10,0.000000279,0.000000167,0.9825,0.016393443,0
2.04719E-9,0.000001103,0.000000391,0.975,0.016393443,0
4.74835E-9,0.000002922,0.000000907,0.96875,0.016393443,0
1.13932E-8,0.000011069,0.000002177,0.95625,0.016393443,0
2.07071E-8,0.000025869,0.000003956,0.94375,0.016393443,0
4.1063E-8,0.000053514,0.000007845,0.93375,0.016393443,0
7.78815E-8,0.000100925,0.000014878,0.92375,0.049180328,0
1.37269E-7,0.000259617,0.000026223,0.90625,0.049180328,0
2.90044E-7,0.000522184,0.000055406,0.8925,0.049180328,0
4.59604E-7,0.001001717,0.000087794,0.87625,0.049180328,0
1.02103E-6,0.00253147,0.000195018,0.85,0.06557377,0
2.36113E-6,0.005128114,0.000450862,0.83,0.098360656,0
4.66549E-6,0.010388345,0.000890489,0.81125,0.098360656,0
8.45218E-6,0.02503255,0.00161208,0.7825,0.098360656,0
1.40505E-5,0.050549932,0.00267698,0.75625,0.098360656,0
2.70493E-5,0.10219276,0.005140857,0.725,0.098360656,0
4.49603E-5,0.200605171,0.008515964,0.69125,0.098360656,0
6.6147E-5,0.303723142,0.012478873,0.6675,0.098360656,0
7.7952E-5,0.405600052,0.014673249,0.65,0.098360656,0
1.04981E-4,0.504729722,0.019660912,0.63625,0.114754098,0
1.15035E-4,0.603513946,0.021503355,0.625,0.114754098,0
1.2665E-4,0.701755444,0.023623279,0.615,0.114754098,0
1.31758E-4,0.753794274,0.024552676,0.61,0.114754098,0
1.37298E-4,0.807879566,0.025558737,0.605,0.114754098,0
1.57269E-4,0.910515726,0.029167895,0.59625,0.114754098,0
1.74177E-4,1.011841978,0.032202723,0.58875,0.114754098,0
1.93286E-4,1.103600159,0.035609975,0.5825,0.114754098,0
2.11086E-4,1.205842941,0.038762292,0.57625,0.114754098,0
2.25809E-4,1.315393959,0.04135401,0.57,0.114754098,0
2.30299E-4,1.406844245,0.042141664,0.565,0.114754098,0
2.34905E-4,1.523282666,0.042948387,0.55875,0.114754098,0
2.55502E-4,1.773167874,0.046538805,0.54625,0.131147541,0
2.88674E-4,2.01944897,0.052265184,0.535,0.131147541,0
