X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
4293637.33739542,2512320.47273348,train,0.0036484920245389483,47.343099839104426,0.41072434654405754
4349784.89991101,2408135.90992422,train,666.0246769948681,100.0,0.9999921406303008
4488717.00100696,2560160.23462593,train,5.70777868779813E-4,6.763437619061241,0.09831923254630305
4322481.19923334,2447099.9695185,train,6.632850598754441E7,100.0,0.999999999921081
4325211.19064204,2446021.19929051,train,0.015633691724489127,68.56904187679146,0.7491609965425828
4473063.68332616,2478305.96256181,train,6.37900827482412E8,100.0,0.999999999991794
4418024.18406858,2596584.27755639,train,0.001847817978069927,28.94509096546244,0.26090304562610134
4339275.44770158,2496855.86038352,train,0.020440572243366133,69.9469339695621,0.7961228734621795
4339289.08638342,2496868.66625616,train,0.020440572243366133,69.9469339695621,0.7961228734621795
4452423.99719797,2422626.74042147,train,0.0016389477968010388,25.344885422373697,0.23844362961306562
4386205.05252934,2530864.49867524,train,0.0030297799063165984,41.000639105886975,0.3666081416604214
4332479.22424051,2470982.46809566,train,0.011690137518092465,64.05733698156065,0.690714084177875
4618089.54357813,2499776.78987638,train,0.004063361063531943,50.05169484726904,0.4370175168069736
4427888.09302467,2251074.85008215,train,0.002822784026364578,39.43855705350141,0.35033612254506297
4342892.11541541,2441318.94407335,train,0.006603621673723114,58.20455819681319,0.5578232635573336
4342882.72889908,2441319.35297051,train,0.006603621673723114,58.20455819681319,0.5578232635573336
4141533.33324387,2462190.33330871,train,0.00190455951594896,29.180966449792052,0.26677735657277657
4618114.3098207,2499773.05253195,train,0.004063361063531943,50.05169484726904,0.4370175168069736
4473068.10796323,2478295.19847806,train,6.37900827482412E8,100.0,0.999999999991794
4080194.80327547,2280406.60454289,train,Infinity,100.0,NaN
4414899.29910304,2288534.78657047,train,2.366289477399007E-4,1.5441978011928057,0.043249883714184485
4091058.65890571,2289435.55785402,train,Infinity,100.0,NaN
4473071.49361883,2478297.83982242,train,6.37900827482412E8,100.0,0.999999999991794
4103689.80808498,2318337.57718849,train,0.008785411352980861,61.26420256755862,0.6266347869533164
4473069.8566333,2478306.90022444,train,6.37900827482412E8,100.0,0.999999999991794
4292489.6982611,2415461.61683961,train,0.001805077947159656,28.2574687561492,0.25641574695658514
4290340.19376154,2460959.87064291,train,5.139488013593799E-4,5.195518502439894,0.08940534853527836
4525181.0785148,2323484.87700894,train,4.47112803319005E-8,5.821187250473905E-5,8.541456722064687E-6
4394259.8441271,2381459.61457024,train,6.342017146482573E-7,0.0014774544574321735,1.2114161118943322E-4
4476756.68263732,2363076.76314988,train,5.119225782211283E-4,5.155850556527596,0.08908427159596319
4362357.31752338,2388916.32762472,train,1.714551276457081E-6,0.0038752711054284156,3.274362808920973E-4
4473057.74088617,2478308.36127051,train,6.37900827482412E8,100.0,0.999999999991794
4473061.91041136,2478311.02299832,train,6.37900827482412E8,100.0,0.999999999991794
4273601.29380924,2532102.4980897,train,5.893571015939819E-4,7.0785779738862535,0.10119573174493074
4316373.88625815,2578538.19142439,train,1.5449024010268335E-6,0.003546551058795553,2.9504716080095024E-4
4439230.56211116,2230291.20828075,train,0.047061422708101326,95.41869300283881,0.8999048587931777
4364951.11700719,2241495.72664611,train,Infinity,100.0,NaN
4318597.54398776,2345524.76848167,train,9.924067266866269E-5,0.4836768989563266,0.01860594236288655
4580476.51974302,2269028.85748367,train,2.566588901408114E-10,4.3999980205562406E-8,4.903146149690901E-8
4420132.01624708,2305318.55505032,train,0.0015740027053603297,24.102538061132055,0.23117935974183254
4356358.96892909,2323454.35535248,train,8.81409026541356E-4,12.67723623964802,0.14411564494826504
4533513.06859391,2290496.33255223,train,5.731344354874096E-8,7.443961563044007E-5,1.094889512181148E-5
4485661.04001564,2327820.12460913,train,0.003378434368956433,44.77336542358196,0.3922478316584953
4389504.57897495,2451292.97802949,train,0.005685415815315639,56.871986977531684,0.5206428972592326
4173267.99572544,2497153.64758769,train,0.0028854213945632935,39.85129226988868,0.3553476067856896
4322573.44073612,2456441.6630607,train,8.418664284538721E-4,12.094936493125052,0.1385459558865428
4228434.9524978,2525987.77804942,train,0.003874274974343589,49.53140597835818,0.4253308436533725
4094046.52728758,2316534.02534128,train,0.01026987136705294,62.92572083852557,0.6623823206196164
4347477.46895147,2518648.67890838,train,4.1871769811582365E-4,3.764191479792838,0.0740661589324398
4462159.63044831,2477008.48430306,train,0.010619002641568544,63.20561659846564,0.6698174176742234
4404058.01307618,2481443.87083935,train,0.0012970389304583843,19.536778216561622,0.19857861832509674
4214865.41338422,2415235.26352753,train,0.009072187644845752,61.646482810518236,0.634118820321216
4302584.42642844,2346661.33942496,train,0.0017840261376167335,28.105348108895694,0.2541854174243412
4561465.63764321,2564689.58547459,train,0.002104080719142343,32.09352032548116,0.2867119963118587
4414670.51161624,2554872.37872747,train,0.0015227093931463056,23.09615913012373,0.2253433828821035
4225993.01172753,2568219.04283096,train,0.004977709874881892,54.617332931764494,0.48742370457136963
4210019.89595971,2497447.56441742,train,0.005343859181570281,55.349518979766145,0.5051654087357328
4115491.71263426,2453377.61779892,train,4.818838292288932E-4,4.568461527063047,0.0842976076362428
4243654.02548858,2436978.1196776,train,9.968872933320664E-4,14.462740176754854,0.15997645456128445
4178412.74351878,2414891.69400259,train,0.003013342705539577,40.83972723986142,0.3653458607876229
4191976.87836514,2494488.95666808,train,0.00541769583187109,55.58612148354984,0.5085953748152565
