X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
4293637.33739542,2512320.47273348,train,0.0036864635944821203,69.61383576994128,0.5762475762715995
4349784.89991101,2408135.90992422,train,0.02924453076768771,100.0,0.9151663025502257
4488717.00100696,2560160.23462593,train,0.0016449071307174366,32.9097310556083,0.3776356887851435
4473063.68332616,2478305.96256181,train,1.2303251671385904,100.0,0.997801445409268
4418024.18406858,2596584.27755639,train,0.003645374721644257,68.62960363173889,0.573508311818622
4358668.62499714,2464678.88310534,train,0.007066807405464899,79.4925217654932,0.7227470825925153
4390073.196846,2535287.0085874,train,0.0029868140917169695,61.45280785406152,0.5242129675307183
4339275.44770158,2496855.86038352,train,0.005705090589489633,76.1908095646206,0.677887230860222
4339289.08638342,2496868.66625616,train,0.005705090589489633,76.1908095646206,0.677887230860222
4452423.99719797,2422626.74042147,train,0.001964358271670549,41.65814688725447,0.42016063630547
4386205.05252934,2530864.49867524,train,0.002881313113993945,60.61344707480907,0.5152369106236113
4355710.17578692,2446045.86206339,train,0.0036208928223992387,68.41804975929438,0.5718592794490123
4332479.22424051,2470982.46809566,train,0.006420112931492475,78.30264627964917,0.7031109274497407
4618089.54357813,2499776.78987638,train,0.003058118313789489,62.27726345711392,0.5300936285779844
4427888.09302467,2251074.85008215,train,0.0019805701367118103,42.182043407052,0.4221643330247247
4342882.72889908,2441319.35297051,train,0.005238070020980101,75.7427615119066,0.6589623458674345
4618114.3098207,2499773.05253195,train,0.003058118313789489,62.27726345711392,0.5300936285779844
4473068.10796323,2478295.19847806,train,1.2303251671385904,100.0,0.997801445409268
4080194.80327547,2280406.60454289,train,0.24196672475752096,100.0,0.9889205351965031
4414899.29910304,2288534.78657047,train,0.0011205971537196306,18.172460249273183,0.29247000768899056
4091058.65890571,2289435.55785402,train,145.71285494756074,100.0,0.9999813959676589
4473071.49361883,2478297.83982242,train,1.2303251671385904,100.0,0.997801445409268
4103689.80808498,2318337.57718849,train,0.0036432864135421904,68.57706945711352,0.5733681449433571
4292489.6982611,2415461.61683961,train,0.0013939831749042143,27.02725767730029,0.33959167666178214
4290340.19376154,2460959.87064291,train,0.002853941158040459,60.14992944301507,0.5128524902117255
4525181.0785148,2323484.87700894,train,9.265815302013802E-4,12.318175494773696,0.25473181412474377
4394259.8441271,2381459.61457024,train,0.0050466666392343425,75.0335919251667,0.6505478793543069
4476756.68263732,2363076.76314988,train,8.934258105156254E-4,11.439367272000808,0.2478761844605827
4473057.74088617,2478308.36127051,train,1.2303251671385904,100.0,0.997801445409268
4473061.91041136,2478311.02299832,train,1.2303251671385904,100.0,0.997801445409268
4273601.29380924,2532102.4980897,train,0.0010110392776474311,15.37957826006781,0.271643353131035
4316373.88625815,2578538.19142439,train,5.4101811688156686E-5,0.2954531351906929,0.01956666654293891
4439230.56211116,2230291.20828075,train,0.011047094752774935,85.48481365398798,0.802958372946914
4364951.11700719,2241495.72664611,train,0.014149799436512366,86.95127308236475,0.8392179650604759
4318597.54398776,2345524.76848167,train,0.0015717380933946415,31.469394109300808,0.36700256327623376
4589273.73274098,2232806.93482171,train,0.012503992427388663,86.26304121336689,0.8218260412101057
4580476.51974302,2269028.85748367,train,5.254217833680733E-4,5.6819054355031975,0.16235167249379476
4420132.01624708,2305318.55505032,train,0.0017005586281922142,34.413987323974666,0.3854869533180742
4356358.96892909,2323454.35535248,train,8.515678498647623E-4,10.415082818372952,0.23903894128140968
4533513.06859391,2290496.33255223,train,3.528008829001598E-4,3.5247208897605717,0.11515524210249675
4485661.04001564,2327820.12460913,train,0.0064219539363554535,78.30601846986053,0.7031707745034351
4372921.33024821,2262611.7719423,train,0.001377931563737573,26.545932680757286,0.3369990961233582
4389504.57897495,2451292.97802949,train,0.004029981254206177,70.8989315861275,0.5978421568680667
4322573.44073612,2456441.6630607,train,0.0029391823030716444,61.2042400867895,0.5202019464891074
4228434.9524978,2525987.77804942,train,0.002448339991143987,53.80507196084846,0.4745546576161836
4094046.52728758,2316534.02534128,train,0.004431985310494944,72.41439200862784,0.62047574859283
4347477.46895147,2518648.67890838,train,5.996382192955159E-4,6.461561421929285,0.18113028907397302
4462159.63044831,2477008.48430306,train,0.004983177747204351,74.8574535370232,0.6476643191603701
4404058.01307618,2481443.87083935,train,0.011917295048524701,86.0177024176665,0.8146799637218175
4492980.75178849,2524470.15264624,train,0.002381293849541966,52.39034036412564,0.4676364011757532
4189451.97674959,2557834.13967788,train,0.003927102731912007,70.72170717993355,0.5916093449245939
4126461.34772195,2375309.25569212,train,0.0018775653513735662,39.35249731686594,0.40919270266402646
4561465.63764321,2564689.58547459,train,0.002513042517702699,54.703245493981065,0.4810627039780397
4414670.51161624,2554872.37872747,train,0.0027549086505350663,58.74050773710074,0.5040260807809801
4210019.89595971,2497447.56441742,train,0.004229873925221258,71.83227596831213,0.6094242138392857
4115491.71263426,2453377.61779892,train,4.934362249418238E-4,5.5012528218045125,0.1539902921981944
4243654.02548858,2436978.1196776,train,8.571036394686611E-4,10.515393056833974,0.2402195801393945
4178412.74351878,2414891.69400259,train,0.0023198613091347134,50.78555233781815,0.46113550297329936
4191976.87836514,2494488.95666808,train,0.005408574722115334,75.9028817432871,0.6661239598948938
4309314.4442123,2516380.09790216,train,0.002141246206823195,45.97251537487443,0.4412990448988498
